Season,EventName,Abbreviation,fp_session,fp_gap
2025,Australian Grand Prix,OCO,FP3,1.452
2025,Australian Grand Prix,HAM,FP3,0.457
2025,Australian Grand Prix,SAI,FP3,0.331
2025,Australian Grand Prix,RUS,FP3,0.039
2025,Australian Grand Prix,PIA,FP3,0.0
2025,Chinese Grand Prix,VER,FP1,1.78
2025,Chinese Grand Prix,NOR,FP1,0.0
2025,Chinese Grand Prix,BOR,FP1,2.318
2025,Chinese Grand Prix,HAD,FP1,1.881
2025,Chinese Grand Prix,DOO,FP1,2.419
2025,Chinese Grand Prix,GAS,FP1,1.619
2025,Chinese Grand Prix,ANT,FP1,1.37
2025,Chinese Grand Prix,ALO,FP1,1.262
2025,Chinese Grand Prix,LEC,FP1,0.454
2025,Chinese Grand Prix,STR,FP1,1.48
2025,Chinese Grand Prix,TSU,FP1,1.43
2025,Chinese Grand Prix,ALB,FP1,1.183
2025,Chinese Grand Prix,HUL,FP1,1.003
2025,Chinese Grand Prix,LAW,FP1,2.127
2025,Chinese Grand Prix,OCO,FP1,1.552
2025,Chinese Grand Prix,HAM,FP1,0.691
2025,Chinese Grand Prix,SAI,FP1,1.641
2025,Chinese Grand Prix,RUS,FP1,0.873
2025,Chinese Grand Prix,PIA,FP1,0.649
2025,Chinese Grand Prix,BEA,FP1,1.463
2025,Japanese Grand Prix,VER,FP1,0.516
2025,Japanese Grand Prix,NOR,FP1,0.0
2025,Japanese Grand Prix,BOR,FP1,1.598
2025,Japanese Grand Prix,HAD,FP1,0.676
2025,Japanese Grand Prix,GAS,FP1,0.998
2025,Japanese Grand Prix,ANT,FP1,0.735
2025,Japanese Grand Prix,ALO,FP1,0.673
2025,Japanese Grand Prix,LEC,FP1,0.416
2025,Japanese Grand Prix,STR,FP1,1.209
2025,Japanese Grand Prix,TSU,FP1,0.623
2025,Japanese Grand Prix,ALB,FP1,0.843
2025,Japanese Grand Prix,HUL,FP1,1.474
2025,Japanese Grand Prix,LAW,FP1,0.987
2025,Japanese Grand Prix,OCO,FP1,1.574
2025,Japanese Grand Prix,HAM,FP1,0.502
2025,Japanese Grand Prix,SAI,FP1,0.784
2025,Japanese Grand Prix,HIR,FP1,0.845
2025,Japanese Grand Prix,RUS,FP1,0.163
2025,Japanese Grand Prix,PIA,FP1,1.159
2025,Japanese Grand Prix,BEA,FP1,1.528
2025,Japanese Grand Prix,VER,FP2,0.556
2025,Japanese Grand Prix,NOR,FP2,0.049
2025,Japanese Grand Prix,BOR,FP2,1.221
2025,Japanese Grand Prix,HAD,FP2,0.404
2025,Japanese Grand Prix,DOO,FP2,3.545
2025,Japanese Grand Prix,GAS,FP2,0.643
2025,Japanese Grand Prix,ANT,FP2,1.619
2025,Japanese Grand Prix,ALO,FP2,1.864
2025,Japanese Grand Prix,LEC,FP2,0.472
2025,Japanese Grand Prix,STR,FP2,2.731
2025,Japanese Grand Prix,TSU,FP2,2.511
2025,Japanese Grand Prix,ALB,FP2,0.909
2025,Japanese Grand Prix,HUL,FP2,0.948
2025,Japanese Grand Prix,LAW,FP2,0.445
2025,Japanese Grand Prix,OCO,FP2,1.393
2025,Japanese Grand Prix,HAM,FP2,0.43
2025,Japanese Grand Prix,SAI,FP2,0.718
2025,Japanese Grand Prix,RUS,FP2,0.453
2025,Japanese Grand Prix,PIA,FP2,0.0
2025,Japanese Grand Prix,BEA,FP2,1.54
2025,Japanese Grand Prix,VER,FP3,0.532
2025,Japanese Grand Prix,NOR,FP3,0.0
2025,Japanese Grand Prix,BOR,FP3,2.169
2025,Japanese Grand Prix,HAD,FP3,0.821
2025,Japanese Grand Prix,DOO,FP3,1.802
2025,Japanese Grand Prix,GAS,FP3,0.638
2025,Japanese Grand Prix,ANT,FP3,1.161
2025,Japanese Grand Prix,ALO,FP3,1.807
2025,Japanese Grand Prix,LEC,FP3,0.449
2025,Japanese Grand Prix,STR,FP3,2.302
2025,Japanese Grand Prix,TSU,FP3,0.82
2025,Japanese Grand Prix,ALB,FP3,0.589
2025,Japanese Grand Prix,HUL,FP3,2.656
2025,Japanese Grand Prix,LAW,FP3,1.139
2025,Japanese Grand Prix,OCO,FP3,2.218
2025,Japanese Grand Prix,HAM,FP3,0.559
2025,Japanese Grand Prix,SAI,FP3,0.881
2025,Japanese Grand Prix,RUS,FP3,0.112
2025,Japanese Grand Prix,PIA,FP3,0.026
2025,Japanese Grand Prix,BEA,FP3,2.119
2025,Bahrain Grand Prix,NOR,FP1,0.0
2025,Bahrain Grand Prix,BOR,FP1,1.424
2025,Bahrain Grand Prix,HAD,FP1,1.463
2025,Bahrain Grand Prix,DOO,FP1,1.192
2025,Bahrain Grand Prix,GAS,FP1,0.238
2025,Bahrain Grand Prix,ANT,FP1,4.847
2025,Bahrain Grand Prix,STR,FP1,1.912
2025,Bahrain Grand Prix,TSU,FP1,1.28
2025,Bahrain Grand Prix,ALB,FP1,0.724
2025,Bahrain Grand Prix,HUL,FP1,1.058
2025,Bahrain Grand Prix,LAW,FP1,1.193
2025,Bahrain Grand Prix,OCO,FP1,0.98
2025,Bahrain Grand Prix,DRU,FP1,1.994
2025,Bahrain Grand Prix,IWA,FP1,2.271
2025,Bahrain Grand Prix,BEG,FP1,1.851
2025,Bahrain Grand Prix,HAM,FP1,0.596
2025,Bahrain Grand Prix,BRO,FP1,1.681
2025,Bahrain Grand Prix,HIR,FP1,2.057
2025,Bahrain Grand Prix,VES,FP1,2.121
2025,Bahrain Grand Prix,PIA,FP1,1.304
2025,Bahrain Grand Prix,VER,FP2,0.825
2025,Bahrain Grand Prix,NOR,FP2,0.154
2025,Bahrain Grand Prix,BOR,FP2,1.267
2025,Bahrain Grand Prix,HAD,FP2,0.733
2025,Bahrain Grand Prix,DOO,FP2,1.283
2025,Bahrain Grand Prix,GAS,FP2,1.442
2025,Bahrain Grand Prix,ANT,FP2,0.722
2025,Bahrain Grand Prix,ALO,FP2,1.32
2025,Bahrain Grand Prix,LEC,FP2,0.54
2025,Bahrain Grand Prix,STR,FP2,1.877
2025,Bahrain Grand Prix,TSU,FP2,1.519
2025,Bahrain Grand Prix,ALB,FP2,1.191
2025,Bahrain Grand Prix,HUL,FP2,1.991
2025,Bahrain Grand Prix,LAW,FP2,1.201
2025,Bahrain Grand Prix,OCO,FP2,1.365
2025,Bahrain Grand Prix,HAM,FP2,1.071
2025,Bahrain Grand Prix,SAI,FP2,1.118
2025,Bahrain Grand Prix,RUS,FP2,0.527
2025,Bahrain Grand Prix,PIA,FP2,0.0
2025,Bahrain Grand Prix,BEA,FP2,1.079
2025,Bahrain Grand Prix,VER,FP3,1.381
2025,Bahrain Grand Prix,NOR,FP3,0.668
2025,Bahrain Grand Prix,BOR,FP3,2.872
2025,Bahrain Grand Prix,HAD,FP3,1.377
2025,Bahrain Grand Prix,DOO,FP3,1.701
2025,Bahrain Grand Prix,GAS,FP3,1.328
2025,Bahrain Grand Prix,ANT,FP3,1.27
2025,Bahrain Grand Prix,ALO,FP3,1.902
2025,Bahrain Grand Prix,LEC,FP3,0.834
2025,Bahrain Grand Prix,STR,FP3,2.717
2025,Bahrain Grand Prix,TSU,FP3,3.319
2025,Bahrain Grand Prix,ALB,FP3,2.107
2025,Bahrain Grand Prix,HUL,FP3,2.99
2025,Bahrain Grand Prix,LAW,FP3,1.724
2025,Bahrain Grand Prix,OCO,FP3,1.594
2025,Bahrain Grand Prix,HAM,FP3,1.465
2025,Bahrain Grand Prix,SAI,FP3,1.446
2025,Bahrain Grand Prix,RUS,FP3,1.181
2025,Bahrain Grand Prix,PIA,FP3,0.0
2025,Bahrain Grand Prix,BEA,FP3,2.689
2025,Saudi Arabian Grand Prix,VER,FP1,0.579
2025,Saudi Arabian Grand Prix,NOR,FP1,0.007
2025,Saudi Arabian Grand Prix,BOR,FP1,1.799
2025,Saudi Arabian Grand Prix,HAD,FP1,0.772
2025,Saudi Arabian Grand Prix,DOO,FP1,0.944
2025,Saudi Arabian Grand Prix,GAS,FP1,0.0
2025,Saudi Arabian Grand Prix,ANT,FP1,0.695
2025,Saudi Arabian Grand Prix,ALO,FP1,0.737
2025,Saudi Arabian Grand Prix,LEC,FP1,0.07
2025,Saudi Arabian Grand Prix,STR,FP1,1.344
2025,Saudi Arabian Grand Prix,TSU,FP1,0.582
2025,Saudi Arabian Grand Prix,ALB,FP1,0.367
2025,Saudi Arabian Grand Prix,HUL,FP1,0.677
2025,Saudi Arabian Grand Prix,LAW,FP1,0.668
2025,Saudi Arabian Grand Prix,OCO,FP1,1.79
2025,Saudi Arabian Grand Prix,HAM,FP1,0.576
2025,Saudi Arabian Grand Prix,SAI,FP1,0.54
2025,Saudi Arabian Grand Prix,RUS,FP1,0.379
2025,Saudi Arabian Grand Prix,PIA,FP1,0.102
2025,Saudi Arabian Grand Prix,BEA,FP1,1.356
2025,Saudi Arabian Grand Prix,VER,FP2,0.28
2025,Saudi Arabian Grand Prix,NOR,FP2,0.0
2025,Saudi Arabian Grand Prix,HAD,FP2,1.039
2025,Saudi Arabian Grand Prix,DOO,FP2,1.645
2025,Saudi Arabian Grand Prix,GAS,FP2,0.839
2025,Saudi Arabian Grand Prix,ANT,FP2,0.975
2025,Saudi Arabian Grand Prix,ALO,FP2,1.395
2025,Saudi Arabian Grand Prix,LEC,FP2,0.482
2025,Saudi Arabian Grand Prix,STR,FP2,1.74
2025,Saudi Arabian Grand Prix,TSU,FP2,0.696
2025,Saudi Arabian Grand Prix,ALB,FP2,0.953
2025,Saudi Arabian Grand Prix,HUL,FP2,0.926
2025,Saudi Arabian Grand Prix,LAW,FP2,1.221
2025,Saudi Arabian Grand Prix,OCO,FP2,1.752
2025,Saudi Arabian Grand Prix,HAM,FP2,1.104
2025,Saudi Arabian Grand Prix,SAI,FP2,0.675
2025,Saudi Arabian Grand Prix,RUS,FP2,0.706
2025,Saudi Arabian Grand Prix,PIA,FP2,0.163
2025,Saudi Arabian Grand Prix,BEA,FP2,1.487
2025,Saudi Arabian Grand Prix,VER,FP3,0.845
2025,Saudi Arabian Grand Prix,NOR,FP3,0.0
2025,Saudi Arabian Grand Prix,BOR,FP3,1.921
2025,Saudi Arabian Grand Prix,HAD,FP3,1.28
2025,Saudi Arabian Grand Prix,DOO,FP3,1.409
2025,Saudi Arabian Grand Prix,GAS,FP3,1.136
2025,Saudi Arabian Grand Prix,ANT,FP3,1.19
2025,Saudi Arabian Grand Prix,ALO,FP3,1.399
2025,Saudi Arabian Grand Prix,LEC,FP3,0.883
2025,Saudi Arabian Grand Prix,STR,FP3,1.989
2025,Saudi Arabian Grand Prix,TSU,FP3,1.181
2025,Saudi Arabian Grand Prix,ALB,FP3,0.9
2025,Saudi Arabian Grand Prix,HUL,FP3,1.731
2025,Saudi Arabian Grand Prix,LAW,FP3,1.372
2025,Saudi Arabian Grand Prix,OCO,FP3,1.847
2025,Saudi Arabian Grand Prix,HAM,FP3,1.291
2025,Saudi Arabian Grand Prix,SAI,FP3,1.081
2025,Saudi Arabian Grand Prix,RUS,FP3,0.627
2025,Saudi Arabian Grand Prix,PIA,FP3,0.024
2025,Saudi Arabian Grand Prix,BEA,FP3,1.5
2025,Miami Grand Prix,VER,FP1,0.43
2025,Miami Grand Prix,NOR,FP1,1.263
2025,Miami Grand Prix,BOR,FP1,1.643
2025,Miami Grand Prix,HAD,FP1,0.84
2025,Miami Grand Prix,DOO,FP1,2.229
2025,Miami Grand Prix,GAS,FP1,1.956
2025,Miami Grand Prix,ANT,FP1,1.099
2025,Miami Grand Prix,ALO,FP1,1.115
2025,Miami Grand Prix,LEC,FP1,0.356
2025,Miami Grand Prix,STR,FP1,2.234
2025,Miami Grand Prix,TSU,FP1,1.027
2025,Miami Grand Prix,ALB,FP1,0.827
2025,Miami Grand Prix,HUL,FP1,1.445
2025,Miami Grand Prix,LAW,FP1,1.246
2025,Miami Grand Prix,OCO,FP1,2.051
2025,Miami Grand Prix,HAM,FP1,1.428
2025,Miami Grand Prix,SAI,FP1,0.55
2025,Miami Grand Prix,RUS,FP1,0.93
2025,Miami Grand Prix,PIA,FP1,0.0
2025,Miami Grand Prix,BEA,FP1,1.868
2025,Emilia Romagna Grand Prix,VER,FP1,0.36
2025,Emilia Romagna Grand Prix,NOR,FP1,0.032
2025,Emilia Romagna Grand Prix,BOR,FP1,0.38
2025,Emilia Romagna Grand Prix,HAD,FP1,1.096
2025,Emilia Romagna Grand Prix,GAS,FP1,0.151
2025,Emilia Romagna Grand Prix,ANT,FP1,0.549
2025,Emilia Romagna Grand Prix,ALO,FP1,0.576
2025,Emilia Romagna Grand Prix,LEC,FP1,0.532
2025,Emilia Romagna Grand Prix,STR,FP1,0.487
2025,Emilia Romagna Grand Prix,TSU,FP1,0.811
2025,Emilia Romagna Grand Prix,ALB,FP1,0.377
2025,Emilia Romagna Grand Prix,HUL,FP1,0.453
2025,Emilia Romagna Grand Prix,LAW,FP1,0.741
2025,Emilia Romagna Grand Prix,OCO,FP1,1.117
2025,Emilia Romagna Grand Prix,COL,FP1,0.828
2025,Emilia Romagna Grand Prix,HAM,FP1,0.096
2025,Emilia Romagna Grand Prix,SAI,FP1,0.052
2025,Emilia Romagna Grand Prix,RUS,FP1,0.054
2025,Emilia Romagna Grand Prix,PIA,FP1,0.0
2025,Emilia Romagna Grand Prix,BEA,FP1,0.901
2025,Emilia Romagna Grand Prix,VER,FP2,0.442
2025,Emilia Romagna Grand Prix,NOR,FP2,0.025
2025,Emilia Romagna Grand Prix,BOR,FP2,1.046
2025,Emilia Romagna Grand Prix,HAD,FP2,0.499
2025,Emilia Romagna Grand Prix,GAS,FP2,0.276
2025,Emilia Romagna Grand Prix,ANT,FP2,1.113
2025,Emilia Romagna Grand Prix,ALO,FP2,0.927
2025,Emilia Romagna Grand Prix,LEC,FP2,0.475
2025,Emilia Romagna Grand Prix,STR,FP2,1.048
2025,Emilia Romagna Grand Prix,TSU,FP2,0.534
2025,Emilia Romagna Grand Prix,ALB,FP2,0.623
2025,Emilia Romagna Grand Prix,HUL,FP2,1.126
2025,Emilia Romagna Grand Prix,LAW,FP2,0.962
2025,Emilia Romagna Grand Prix,OCO,FP2,1.127
2025,Emilia Romagna Grand Prix,COL,FP2,0.751
2025,Emilia Romagna Grand Prix,HAM,FP2,0.65
2025,Emilia Romagna Grand Prix,SAI,FP2,0.641
2025,Emilia Romagna Grand Prix,RUS,FP2,0.4
2025,Emilia Romagna Grand Prix,PIA,FP2,0.0
2025,Emilia Romagna Grand Prix,BEA,FP2,0.716
2025,Emilia Romagna Grand Prix,VER,FP3,0.181
2025,Emilia Romagna Grand Prix,NOR,FP3,0.0
2025,Emilia Romagna Grand Prix,BOR,FP3,1.149
2025,Emilia Romagna Grand Prix,HAD,FP3,0.611
2025,Emilia Romagna Grand Prix,GAS,FP3,1.093
2025,Emilia Romagna Grand Prix,ANT,FP3,0.502
2025,Emilia Romagna Grand Prix,ALO,FP3,0.922
2025,Emilia Romagna Grand Prix,LEC,FP3,0.554
2025,Emilia Romagna Grand Prix,STR,FP3,1.078
2025,Emilia Romagna Grand Prix,TSU,FP3,1.213
2025,Emilia Romagna Grand Prix,ALB,FP3,0.835
2025,Emilia Romagna Grand Prix,HUL,FP3,1.341
2025,Emilia Romagna Grand Prix,LAW,FP3,1.08
2025,Emilia Romagna Grand Prix,OCO,FP3,1.49
2025,Emilia Romagna Grand Prix,COL,FP3,1.313
2025,Emilia Romagna Grand Prix,HAM,FP3,0.89
2025,Emilia Romagna Grand Prix,SAI,FP3,0.56
2025,Emilia Romagna Grand Prix,RUS,FP3,0.765
2025,Emilia Romagna Grand Prix,PIA,FP3,0.1
2025,Emilia Romagna Grand Prix,BEA,FP3,1.047
2025,Monaco Grand Prix,VER,FP1,0.163
2025,Monaco Grand Prix,NOR,FP1,0.326
2025,Monaco Grand Prix,BOR,FP1,1.506
2025,Monaco Grand Prix,HAD,FP1,1.223
2025,Monaco Grand Prix,GAS,FP1,0.705
2025,Monaco Grand Prix,ANT,FP1,0.801
2025,Monaco Grand Prix,ALO,FP1,0.763
2025,Monaco Grand Prix,LEC,FP1,0.0
2025,Monaco Grand Prix,STR,FP1,3.671
2025,Monaco Grand Prix,TSU,FP1,1.268
2025,Monaco Grand Prix,ALB,FP1,0.35
2025,Monaco Grand Prix,HUL,FP1,1.015
2025,Monaco Grand Prix,LAW,FP1,1.465
2025,Monaco Grand Prix,OCO,FP1,1.43
2025,Monaco Grand Prix,COL,FP1,1.856
2025,Monaco Grand Prix,HAM,FP1,0.726
2025,Monaco Grand Prix,SAI,FP1,0.57
2025,Monaco Grand Prix,RUS,FP1,0.518
2025,Monaco Grand Prix,PIA,FP1,0.378
2025,Monaco Grand Prix,BEA,FP1,1.365
2025,Monaco Grand Prix,VER,FP2,0.713
2025,Monaco Grand Prix,NOR,FP2,0.322
2025,Monaco Grand Prix,BOR,FP2,0.879
2025,Monaco Grand Prix,HAD,FP2,0.487
2025,Monaco Grand Prix,GAS,FP2,1.049
2025,Monaco Grand Prix,ANT,FP2,0.647
2025,Monaco Grand Prix,ALO,FP2,0.535
2025,Monaco Grand Prix,LEC,FP2,0.0
2025,Monaco Grand Prix,STR,FP2,1.157
2025,Monaco Grand Prix,TSU,FP2,0.717
2025,Monaco Grand Prix,ALB,FP2,0.563
2025,Monaco Grand Prix,HUL,FP2,0.907
2025,Monaco Grand Prix,LAW,FP2,0.468
2025,Monaco Grand Prix,OCO,FP2,1.186
2025,Monaco Grand Prix,COL,FP2,2.06
2025,Monaco Grand Prix,HAM,FP2,0.105
2025,Monaco Grand Prix,SAI,FP2,0.796
2025,Monaco Grand Prix,RUS,FP2,0.737
2025,Monaco Grand Prix,PIA,FP2,0.038
2025,Monaco Grand Prix,BEA,FP2,0.904
2025,Monaco Grand Prix,VER,FP3,0.28
2025,Monaco Grand Prix,NOR,FP3,0.294
2025,Monaco Grand Prix,BOR,FP3,1.648
2025,Monaco Grand Prix,HAD,FP3,1.318
2025,Monaco Grand Prix,GAS,FP3,1.241
2025,Monaco Grand Prix,ANT,FP3,1.06
2025,Monaco Grand Prix,ALO,FP3,1.148
2025,Monaco Grand Prix,LEC,FP3,0.0
2025,Monaco Grand Prix,STR,FP3,1.249
2025,Monaco Grand Prix,TSU,FP3,0.999
2025,Monaco Grand Prix,ALB,FP3,0.715
2025,Monaco Grand Prix,HUL,FP3,1.172
2025,Monaco Grand Prix,LAW,FP3,0.861
2025,Monaco Grand Prix,OCO,FP3,1.546
2025,Monaco Grand Prix,COL,FP3,1.898
2025,Monaco Grand Prix,HAM,FP3,0.563
2025,Monaco Grand Prix,SAI,FP3,0.94
2025,Monaco Grand Prix,RUS,FP3,1.113
2025,Monaco Grand Prix,PIA,FP3,0.445
2025,Monaco Grand Prix,BEA,FP3,1.298
2025,Spanish Grand Prix,VER,FP1,0.367
2025,Spanish Grand Prix,NOR,FP1,0.0
2025,Spanish Grand Prix,BOR,FP1,1.437
2025,Spanish Grand Prix,HAD,FP1,0.887
2025,Spanish Grand Prix,GAS,FP1,1.028
2025,Spanish Grand Prix,ANT,FP1,1.651
2025,Spanish Grand Prix,ALO,FP1,1.08
2025,Spanish Grand Prix,LEC,FP1,0.52
2025,Spanish Grand Prix,STR,FP1,1.068
2025,Spanish Grand Prix,TSU,FP1,0.925
2025,Spanish Grand Prix,HUL,FP1,1.147
2025,Spanish Grand Prix,LAW,FP1,0.621
2025,Spanish Grand Prix,COL,FP1,1.812
2025,Spanish Grand Prix,HAM,FP1,0.378
2025,Spanish Grand Prix,MAR,FP1,1.804
2025,Spanish Grand Prix,HIR,FP1,1.58
2025,Spanish Grand Prix,SAI,FP1,1.217
2025,Spanish Grand Prix,RUS,FP1,1.033
2025,Spanish Grand Prix,PIA,FP1,0.576
2025,Spanish Grand Prix,BEA,FP1,0.879
2025,Spanish Grand Prix,VER,FP2,0.31
2025,Spanish Grand Prix,NOR,FP2,0.31
2025,Spanish Grand Prix,BOR,FP2,1.199
2025,Spanish Grand Prix,HAD,FP2,0.64
2025,Spanish Grand Prix,GAS,FP2,0.625
2025,Spanish Grand Prix,ANT,FP2,0.538
2025,Spanish Grand Prix,ALO,FP2,0.541
2025,Spanish Grand Prix,LEC,FP2,0.5
2025,Spanish Grand Prix,STR,FP2,1.079
2025,Spanish Grand Prix,TSU,FP2,0.923
2025,Spanish Grand Prix,ALB,FP2,1.079
2025,Spanish Grand Prix,HUL,FP2,0.832
2025,Spanish Grand Prix,LAW,FP2,0.734
2025,Spanish Grand Prix,OCO,FP2,1.245
2025,Spanish Grand Prix,COL,FP2,1.543
2025,Spanish Grand Prix,HAM,FP2,0.773
2025,Spanish Grand Prix,SAI,FP2,0.961
2025,Spanish Grand Prix,RUS,FP2,0.286
2025,Spanish Grand Prix,PIA,FP2,0.0
2025,Spanish Grand Prix,BEA,FP2,1.366
2025,Spanish Grand Prix,VER,FP3,0.988
2025,Spanish Grand Prix,NOR,FP3,0.526
2025,Spanish Grand Prix,BOR,FP3,1.335
2025,Spanish Grand Prix,HAD,FP3,0.995
2025,Spanish Grand Prix,GAS,FP3,1.567
2025,Spanish Grand Prix,ANT,FP3,1.018
2025,Spanish Grand Prix,ALO,FP3,1.027
2025,Spanish Grand Prix,LEC,FP3,0.743
2025,Spanish Grand Prix,STR,FP3,1.517
2025,Spanish Grand Prix,TSU,FP3,1.505
2025,Spanish Grand Prix,ALB,FP3,44.711
2025,Spanish Grand Prix,HUL,FP3,1.346
2025,Spanish Grand Prix,LAW,FP3,1.25
2025,Spanish Grand Prix,OCO,FP3,1.751
2025,Spanish Grand Prix,COL,FP3,1.698
2025,Spanish Grand Prix,HAM,FP3,1.14
2025,Spanish Grand Prix,SAI,FP3,1.371
2025,Spanish Grand Prix,RUS,FP3,0.752
2025,Spanish Grand Prix,PIA,FP3,0.0
2025,Spanish Grand Prix,BEA,FP3,2.073
2025,Canadian Grand Prix,VER,FP1,0.0
2025,Canadian Grand Prix,NOR,FP1,0.458
2025,Canadian Grand Prix,BOR,FP1,1.131
2025,Canadian Grand Prix,HAD,FP1,0.438
2025,Canadian Grand Prix,GAS,FP1,0.624
2025,Canadian Grand Prix,ANT,FP1,0.809
2025,Canadian Grand Prix,ALO,FP1,0.779
2025,Canadian Grand Prix,LEC,FP1,0.692
2025,Canadian Grand Prix,STR,FP1,1.01
2025,Canadian Grand Prix,TSU,FP1,0.734
2025,Canadian Grand Prix,ALB,FP1,0.039
2025,Canadian Grand Prix,HUL,FP1,1.628
2025,Canadian Grand Prix,LAW,FP1,0.544
2025,Canadian Grand Prix,OCO,FP1,1.412
2025,Canadian Grand Prix,COL,FP1,1.452
2025,Canadian Grand Prix,HAM,FP1,0.427
2025,Canadian Grand Prix,SAI,FP1,0.082
2025,Canadian Grand Prix,RUS,FP1,0.342
2025,Canadian Grand Prix,PIA,FP1,1.005
2025,Canadian Grand Prix,BEA,FP1,1.327
2025,Canadian Grand Prix,VER,FP2,0.543
2025,Canadian Grand Prix,NOR,FP2,0.028
2025,Canadian Grand Prix,BOR,FP2,0.773
2025,Canadian Grand Prix,HAD,FP2,0.676
2025,Canadian Grand Prix,GAS,FP2,0.751
2025,Canadian Grand Prix,ANT,FP2,0.288
2025,Canadian Grand Prix,ALO,FP2,0.335
2025,Canadian Grand Prix,TSU,FP2,0.816
2025,Canadian Grand Prix,ALB,FP2,0.322
2025,Canadian Grand Prix,HUL,FP2,0.791
2025,Canadian Grand Prix,LAW,FP2,0.628
2025,Canadian Grand Prix,OCO,FP2,1.052
2025,Canadian Grand Prix,COL,FP2,1.775
2025,Canadian Grand Prix,HAM,FP2,0.53
2025,Canadian Grand Prix,SAI,FP2,0.508
2025,Canadian Grand Prix,RUS,FP2,0.0
2025,Canadian Grand Prix,PIA,FP2,0.439
2025,Canadian Grand Prix,BEA,FP2,0.957
2025,Canadian Grand Prix,VER,FP3,0.273
2025,Canadian Grand Prix,NOR,FP3,0.0
2025,Canadian Grand Prix,BOR,FP3,1.373
2025,Canadian Grand Prix,HAD,FP3,0.852
2025,Canadian Grand Prix,GAS,FP3,0.885
2025,Canadian Grand Prix,ANT,FP3,0.549
2025,Canadian Grand Prix,ALO,FP3,0.448
2025,Canadian Grand Prix,LEC,FP3,0.078
2025,Canadian Grand Prix,STR,FP3,0.995
2025,Canadian Grand Prix,TSU,FP3,1.774
2025,Canadian Grand Prix,ALB,FP3,0.774
2025,Canadian Grand Prix,HUL,FP3,1.273
2025,Canadian Grand Prix,LAW,FP3,0.992
2025,Canadian Grand Prix,OCO,FP3,1.028
2025,Canadian Grand Prix,COL,FP3,1.261
2025,Canadian Grand Prix,HAM,FP3,0.251
2025,Canadian Grand Prix,SAI,FP3,0.72
2025,Canadian Grand Prix,RUS,FP3,0.151
2025,Canadian Grand Prix,PIA,FP3,0.72
2025,Canadian Grand Prix,BEA,FP3,1.026
2025,Austrian Grand Prix,VER,FP1,0.065
2025,Austrian Grand Prix,BOR,FP1,0.332
2025,Austrian Grand Prix,HAD,FP1,0.568
2025,Austrian Grand Prix,GAS,FP1,0.238
2025,Austrian Grand Prix,ANT,FP1,0.588
2025,Austrian Grand Prix,ALO,FP1,0.628
2025,Austrian Grand Prix,STR,FP1,0.618
2025,Austrian Grand Prix,TSU,FP1,0.72
2025,Austrian Grand Prix,ALB,FP1,0.404
2025,Austrian Grand Prix,HUL,FP1,0.598
2025,Austrian Grand Prix,LAW,FP1,0.647
2025,Austrian Grand Prix,OCO,FP1,0.968
2025,Austrian Grand Prix,BEG,FP1,0.827
2025,Austrian Grand Prix,COL,FP1,0.704
2025,Austrian Grand Prix,HAM,FP1,0.557
2025,Austrian Grand Prix,SAI,FP1,0.475
2025,Austrian Grand Prix,RUS,FP1,0.0
2025,Austrian Grand Prix,PIA,FP1,0.155
2025,Austrian Grand Prix,BEA,FP1,1.196
2025,Austrian Grand Prix,DUN,FP1,0.224
2025,Austrian Grand Prix,VER,FP2,0.318
2025,Austrian Grand Prix,NOR,FP2,0.0
2025,Austrian Grand Prix,BOR,FP2,0.831
2025,Austrian Grand Prix,HAD,FP2,0.967
2025,Austrian Grand Prix,GAS,FP2,1.033
2025,Austrian Grand Prix,ANT,FP2,0.957
2025,Austrian Grand Prix,ALO,FP2,0.877
2025,Austrian Grand Prix,LEC,FP2,0.61
2025,Austrian Grand Prix,STR,FP2,0.442
2025,Austrian Grand Prix,TSU,FP2,0.712
2025,Austrian Grand Prix,ALB,FP2,1.185
2025,Austrian Grand Prix,HUL,FP2,1.338
2025,Austrian Grand Prix,LAW,FP2,0.963
2025,Austrian Grand Prix,OCO,FP2,1.118
2025,Austrian Grand Prix,COL,FP2,1.596
2025,Austrian Grand Prix,HAM,FP2,0.931
2025,Austrian Grand Prix,SAI,FP2,1.234
2025,Austrian Grand Prix,RUS,FP2,0.649
2025,Austrian Grand Prix,PIA,FP2,0.157
2025,Austrian Grand Prix,BEA,FP2,1.255
2025,Austrian Grand Prix,VER,FP3,0.21
2025,Austrian Grand Prix,NOR,FP3,0.0
2025,Austrian Grand Prix,BOR,FP3,0.858
2025,Austrian Grand Prix,HAD,FP3,1.699
2025,Austrian Grand Prix,GAS,FP3,1.042
2025,Austrian Grand Prix,ANT,FP3,0.729
2025,Austrian Grand Prix,ALO,FP3,0.919
2025,Austrian Grand Prix,LEC,FP3,0.25
2025,Austrian Grand Prix,STR,FP3,0.738
2025,Austrian Grand Prix,TSU,FP3,0.815
2025,Austrian Grand Prix,ALB,FP3,0.99
2025,Austrian Grand Prix,HUL,FP3,0.959
2025,Austrian Grand Prix,LAW,FP3,0.858
2025,Austrian Grand Prix,OCO,FP3,1.195
2025,Austrian Grand Prix,COL,FP3,1.222
2025,Austrian Grand Prix,HAM,FP3,0.466
2025,Austrian Grand Prix,SAI,FP3,1.002
2025,Austrian Grand Prix,RUS,FP3,0.694
